-5	0.75
-4.1112	0.75
-3.2224	0.75
-2.3336	0.75
-1.4624	0.75
-0.6088	0.75
0.2272	0.75
1.0456	0.75
1.8464	0.75
2.6296	0.75
3.3952	0.75
4.1432	0.75
4.8736	0.75
5.5864	0.75
6.2816	0.75
6.9592	0.75
7.6192	0.75
8.2616	0.75
8.8864	0.75
9.4936	0.75
10.0832	0.75
10.6552	0.75
11.2096	0.75
11.7464	0.75
12.2656	0.75
12.7672	0.75
13.2512	0.75
13.7176	0.75
14.1664	0.75
14.5976	0.75
15.0112	0.75
15.4072	0.75
15.78339065	0.709169206
16.15297906	0.6279844123
16.51164941	0.5073936393
16.85521342	0.3488050639
17.17965916	0.1540705753
17.48119798	-0.07453584998
17.75630872	-0.3343447022
18.00177883	-0.6223221107
18.21474186	-0.9351052718
18.39271099	-1.269041717
18.53360801	-1.620231965
18.63578762	-1.984575055
18.69805664	-2.357816437
18.71968793	-2.735597653
